timestamp_ns,pid,ppid,uid,gid,comm,pcomm,event_type,raw_syscall,target_path,net_daddr,net_dport,mem_prot,mem_addr,ret_val,threat_class,is_malicious
1790322305847087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305848087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.25,80,0x0,0x0,0,benign,0
1790322305849087680,4971,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_7.o,,0,0x0,0x0,0,benign,0
1790322305850087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.50,80,0x0,0x0,0,benign,0
1790322305851087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305852087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305853087680,4519,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_10.o,,0,0x0,0x0,0,benign,0
1790322305854087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.19,80,0x0,0x0,0,benign,0
1790322305855087680,4071,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_4.o,,0,0x0,0x0,0,benign,0
1790322305856087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305857087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.18,80,0x0,0x0,0,benign,0
1790322305858087680,4040,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_11.o,,0,0x0,0x0,0,benign,0
1790322305859087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305860087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305861087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305862087680,4432,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_6.o,,0,0x0,0x0,0,benign,0
1790322305863087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305864087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305865087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305866087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305867087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305868087680,4153,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_2.o,,0,0x0,0x0,0,benign,0
1790322305869087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305870087680,4421,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_6.o,,0,0x0,0x0,0,benign,0
1790322305871087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305872087680,4225,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_8.o,,0,0x0,0x0,0,benign,0
1790322305873087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305874087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305875087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305876087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305877087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305878087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305879087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305880087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305881087680,4526,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_17.o,,0,0x0,0x0,0,benign,0
1790322305882087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305883087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305884087680,4406,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_3.o,,0,0x0,0x0,0,benign,0
1790322305885087680,4806,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_19.o,,0,0x0,0x0,0,benign,0
1790322305886087680,4188,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_17.o,,0,0x0,0x0,0,benign,0
1790322305887087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305888087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305889087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305890087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305891087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305892087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305893087680,4852,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_16.o,,0,0x0,0x0,0,benign,0
1790322305894087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.18,80,0x0,0x0,0,benign,0
1790322305895087680,4784,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_5.o,,0,0x0,0x0,0,benign,0
1790322305896087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305897087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305898087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305899087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305900087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305901087680,4161,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_6.o,,0,0x0,0x0,0,benign,0
1790322305902087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305903087680,4370,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_2.o,,0,0x0,0x0,0,benign,0
1790322305904087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305905087680,4055,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_11.o,,0,0x0,0x0,0,benign,0
1790322305906087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305907087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305908087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305909087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.43,80,0x0,0x0,0,benign,0
1790322305910087680,4254,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_6.o,,0,0x0,0x0,0,benign,0
1790322305911087680,4196,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_4.o,,0,0x0,0x0,0,benign,0
1790322305912087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305913087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.11,80,0x0,0x0,0,benign,0
1790322305914087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305915087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.14,80,0x0,0x0,0,benign,0
1790322305916087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305917087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.29,80,0x0,0x0,0,benign,0
1790322305918087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305919087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305920087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305921087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305922087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305923087680,4637,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_6.o,,0,0x0,0x0,0,benign,0
1790322305924087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.49,80,0x0,0x0,0,benign,0
1790322305925087680,4326,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_7.o,,0,0x0,0x0,0,benign,0
1790322305926087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305927087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305928087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305929087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.18,80,0x0,0x0,0,benign,0
1790322305930087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.16,80,0x0,0x0,0,benign,0
1790322305931087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305932087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305933087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.12,80,0x0,0x0,0,benign,0
1790322305934087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305935087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305936087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305937087680,4265,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_17.o,,0,0x0,0x0,0,benign,0
1790322305938087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305939087680,4239,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_9.o,,0,0x0,0x0,0,benign,0
1790322305940087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305941087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305942087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305943087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305944087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305945087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305946087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305947087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.45,80,0x0,0x0,0,benign,0
1790322305948087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305949087680,4405,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_7.o,,0,0x0,0x0,0,benign,0
1790322305950087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305951087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305952087680,4328,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_1.o,,0,0x0,0x0,0,benign,0
1790322305953087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.13,80,0x0,0x0,0,benign,0
1790322305954087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305955087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305956087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305957087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.17,80,0x0,0x0,0,benign,0
1790322305958087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.22,80,0x0,0x0,0,benign,0
1790322305959087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305960087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.25,80,0x0,0x0,0,benign,0
1790322305961087680,4132,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_8.o,,0,0x0,0x0,0,benign,0
1790322305962087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305963087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.17,80,0x0,0x0,0,benign,0
1790322305964087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305965087680,4785,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_12.o,,0,0x0,0x0,0,benign,0
1790322305966087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.47,80,0x0,0x0,0,benign,0
1790322305967087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305968087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.28,80,0x0,0x0,0,benign,0
1790322305969087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305970087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305971087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305972087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305973087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305974087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305975087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305976087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.39,80,0x0,0x0,0,benign,0
1790322305977087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305978087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.36,80,0x0,0x0,0,benign,0
1790322305979087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305980087680,4999,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_6.o,,0,0x0,0x0,0,benign,0
1790322305981087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
1790322305982087680,4903,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_6.o,,0,0x0,0x0,0,benign,0
1790322305983087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305984087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305985087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.25,80,0x0,0x0,0,benign,0
1790322305986087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305987087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305988087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305989087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305990087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305991087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305992087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305993087680,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0,benign,0
1790322305994087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.17,80,0x0,0x0,0,benign,0
1790322305995087680,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.50,80,0x0,0x0,0,benign,0
1790322305996087680,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0,benign,0
1790322305997087680,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0,benign,0
