dataset_source,threat_label,timestamp_ns,pid,ppid,uid,gid,comm,pcomm,event_type,raw_syscall,target_path,net_daddr,net_dport,mem_prot,mem_addr,ret_val
KernelGuard_Attack_Telemetry,privesc,1790322002867004416,9310,2810,1000,1000,cve_exploit,bash,EVENT_MEM_PROTECT,sys_enter_mprotect,,,0,0x7 (PROT_READ|PROT_WRITE|PROT_EXEC),0x400000,0
KernelGuard_Attack_Telemetry,privesc,1790322003067004416,9310,2810,0,1000,cve_exploit,bash,EVENT_PRIV_SETUID,sys_enter_setuid,uid=0(root),,0,,,0
KernelGuard_Attack_Telemetry,privesc,1790322003267004160,9311,9310,0,1000,bash,cve_exploit,EVENT_PROCESS_EXEC,sys_enter_execve,/bin/bash,,0,,,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.47,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.13,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.40,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.37,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4081,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_4.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4025,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_7.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4230,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_9.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.10,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.17,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4135,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_11.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.13,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4024,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_11.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.26,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4427,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_3.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.25,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4427,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_13.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4027,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_20.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4041,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_7.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4263,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_14.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.22,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.18,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4517,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_9.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.29,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4896,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_6.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4603,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_7.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4247,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_20.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4665,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_1.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4938,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_5.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.21,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4983,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_19.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4485,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_19.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.47,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4903,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_8.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4922,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_15.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.12,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.17,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.24,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,4264,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_19.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002668832000,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.49,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.34,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,845,1,0,0,cron,systemd,EVENT_PROCESS_EXEC,sys_enter_execve,/usr/sbin/logrotate,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,2840,2810,1000,1000,python3,bash,EVENT_FILE_OPEN,sys_enter_openat,/usr/lib/python3.11/json/__init__.py,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,4071,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_17.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,4878,3998,1000,1000,gcc,make,EVENT_FILE_OPEN,sys_enter_openat,/usr/src/app/obj_13.o,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.11,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,1102,1,33,33,nginx,systemd,EVENT_NET_CONNECT,sys_enter_connect,/var/log/nginx/access.log,10.0.0.20,80,0x0,0x0,0
Benign_Production_Telemetry,Benign,1790322002669631488,412,1,0,0,systemd-journal,systemd,EVENT_FILE_WRITE,sys_enter_write,/var/log/journal/system.journal,,0,0x0,0x0,0
